object_id,short_description,observing_notes,best_seen,difficulty_naked_eye,difficulty_binocular,difficulty_small_scope,difficulty_medium_scope,difficulty_large_scope
caldwell-C19,"C19 (IC 5146), la Nebulosa Bozzolo, riunisce gas a emissione, polvere a riflessione e un giovane ammasso nel Cigno. La parte luminosa si trova all'estremità di Barnard 168, una fascia oscura che si prolunga verso ovest cancellando stelle di fondo.","C19 richiede un cielo davvero buio: inquadra insieme il bozzolo e l'inizio della striscia oscura Barnard 168. Un filtro H-beta può rafforzare la componente a emissione, ma confronta sempre la vista senza filtro per non perdere la parte a riflessione e l'ammasso.",Estate e autunno boreali (inverno e primavera australi),Non realistico,Non realistico,Difficile,Media,Facile
caldwell-C20,"C20 (NGC 7000), la Nebulosa Nord America, è una vasta regione di idrogeno luminoso nel Cigno. Le nubi oscure ne ritagliano il profilo simile a un continente; nelle immagini domina il rosso del gas, mentre all'oculare appare come un tenue chiarore sulla Via Lattea.","Usa il minimo ingrandimento, un filtro UHC e un cielo molto buio; esplora soprattutto la regione del Golfo del Messico.",Estate e autunno boreali (inverno e primavera australi),Difficile,Media,Facile,Facile,Facile
caldwell-C21,"C21 (NGC 4449) è una galassia nana irregolare nei Cani da Caccia, attraversata da un'intensa formazione stellare fino alle regioni esterne. Il corpo disseminato di giovani ammassi, gas e polvere non segue bracci ordinati: la sua struttura caotica conserva gli effetti di interazioni recenti.","C21 ha un corpo corto e quasi rettangolare, più contrastato di molte nane irregolari. A ingrandimento medio cerca una superficie screziata invece di un nucleo regolare; con grande apertura i nodi più luminosi si separano come regioni di formazione stellare.",Primavera boreale (autunno australe),Non realistico,Difficile,Media,Media,Facile
caldwell-C22,"C22 (NGC 7662), la Nebulosa Palla di Neve Blu, è una planetaria compatta di Andromeda. Il suo piccolo disco azzurro racchiude i resti della stella che ha espulso il gas: a basso ingrandimento può confondersi con le stelle, ma aumentando si riconosce l'involucro nebuloso.","C22 è facilmente scambiata per una stella azzurra a bassa potenza: il test rapido con un OIII la fa risaltare rispetto al campo. Una volta centrata, aumenta molto l'ingrandimento per cercare il disco ellittico e le differenze fra i gusci interni.",Autunno boreale (primavera australe),Non realistico,Non realistico,Media,Media,Facile
caldwell-C23,"C23 (NGC 891) è una galassia spirale vista di taglio in Andromeda. Una banda di polvere divide il sottile disco luminoso e attraversa il rigonfiamento centrale; nelle immagini profonde, filamenti di gas e polvere si sollevano anche sopra il piano galattico.","Inquadra prima l'intero fuso sottile di 14′ con un ingrandimento medio-basso. Sotto un cielo buio, passa a potenza media e lascia scorrere lo sguardo lungo l'asse: la sottile banda oscura centrale è il dettaglio da cercare, non i bracci.",Inverno boreale (estate australe),Non realistico,Difficile,Difficile,Media,Facile
caldwell-C24,"C24 (NGC 1275), nota anche come Perseus A, è una galassia attiva nell'ammasso di Perseo. Il corpo ellittico è circondato da filamenti di gas visibili nelle immagini profonde, mentre il nucleo produce una forte emissione radio e X: l'aspetto visuale tenue nasconde un ambiente molto energetico.",C24 è la condensazione dominante al centro dell'Ammasso di Perseo. Usa un ingrandimento medio per separare il nucleo quasi stellare dal piccolo alone ovale e confrontalo con le galassie molto più deboli del campo; i filamenti spettacolari delle immagini non sono un obiettivo visuale realistico.,Inverno boreale (estate australe),Non realistico,Non realistico,Difficile,Difficile,Media
caldwell-C25,"C25 (NGC 2419), il Vagabondo Intergalattico, è un ammasso globulare remoto nella Lince, a circa 300.000 anni luce. La distanza trasforma una grande popolazione stellare in una piccola nube difficile da risolvere.","C25 è piccolo e debole nonostante il nucleo compatto: localizzalo a basso ingrandimento sotto un cielo molto buio, poi aumenta gradualmente la potenza e usa la visione distolta per separare l'alone dal fondo.",Inverno boreale (estate australe),Non realistico,Non realistico,Difficile,Media,Facile
caldwell-C26,"C26 (NGC 4244), l'Ago d'Argento, è una spirale vista di taglio nei Cani da Caccia. Il rigonfiamento centrale è poco pronunciato e il disco domina il profilo, formando una lama luminosa molto sottile; i bracci restano nascosti dalla prospettiva.","C26 è una lama lunga 16′ ma larga appena 2,5′: scegli un campo che lasci spazio alle due estremità e usa ingrandimento medio-basso. Il disco sottile emerge meglio facendo scorrere lentamente il tubo; l'assenza di un bulge forte è parte dell'aspetto, non un difetto di centratura.",Primavera boreale (autunno australe),Non realistico,Non realistico,Difficile,Media,Media
caldwell-C27,"C27 (NGC 6888), la Nebulosa Crescente, è un guscio filamentoso nel Cigno attorno alla stella Wolf-Rayet WR 136. Il vento stellare attuale urta materiale espulso in una fase precedente, formando nodi e archi luminosi che danno alla nebulosa l'aspetto di una mezzaluna incompleta.",Usa basso ingrandimento e filtro OIII; individua prima l'arco più luminoso e poi percorri lentamente il resto dell'anello.,Estate e autunno boreali (inverno e primavera australi),Non realistico,Difficile,Media,Facile,Facile
caldwell-C28,"C28 (NGC 752) è un ammasso aperto antico, vicino e molto esteso nella costellazione di Andromeda. Le sue stelle sono sparse in coppie e archi poco concentrati, con alcune componenti giallo-arancio che tradiscono una popolazione più evoluta.","È ideale per prismatici o telescopi a campo largo: lascia almeno 1,5° per includere le propaggini e riconoscere gli archi di stelle. A potenza media cerca le coppie e i colori più caldi, ma non sacrificare la struttura complessiva.",Autunno boreale (primavera australe),Non realistico,Facile,Facile,Facile,Facile
caldwell-C29,"C29 (NGC 5005) è una galassia spirale dei Cani da Caccia con un nucleo compatto, più evidente del disco circostante. La vicina spirale NGC 5033 può rientrare nello stesso campo ampio, permettendo di confrontare direttamente i due profili luminosi.",Il nucleo compatto di C29 si riconosce anche in un piccolo telescopio; a ingrandimento medio l'alone ovale si stacca meglio. Con un oculare a largo campo includi NGC 5033 nello stesso campo e confronta le due diverse condensazioni.,Primavera boreale (autunno australe),Non realistico,Difficile,Difficile,Media,Facile
caldwell-C30,C30 (NGC 7331) è una grande spirale del Pegaso con un disco inclinato rispetto alla nostra linea di vista. Le immagini separano il centro giallastro di stelle vecchie dai bracci con polvere e giovani ammassi azzurri; al telescopio la regione centrale domina il chiarore allungato.,"A ingrandimento medio C30 mostra prima un nucleo luminoso e un disco molto allungato. Un cielo scuro e più apertura possono suggerire le corsie di polvere e l'avvio dei bracci; il Quintetto di Stephan, mezzo grado più a sud-ovest, è un secondo bersaglio assai più difficile.",Autunno boreale (primavera australe),Non realistico,Difficile,Media,Media,Facile
caldwell-C31,"IC 405, la Nebulosa Stella Fiammeggiante nell’Auriga, combina gas ionizzato e polvere che riflette la luce di AE Aurigae. Nelle fotografie le regioni rosse a emissione si intrecciano con veli bluastri a riflessione: non sono due nebulose indipendenti, ma componenti diverse dello stesso ambiente.","La luminosità integrata di C31 è dominata dalla stella AE Aurigae, non dalla tenue nebulosa. Usa un campo largo, schermati dalle luci e prova l'H-beta sulle zone a emissione; la componente a riflessione va ricontrollata senza filtro.",Inverno boreale (estate australe),Non realistico,Media,Facile,Facile,Facile
caldwell-C32,"C32 (NGC 4631), la Galassia Balena, è una spirale vista di taglio nei Cani da Caccia. Il profilo allungato e asimmetrico, ricco di polvere e regioni di formazione stellare, ricorda una balena; la prospettiva nasconde i bracci ma mette in evidenza le irregolarità del disco.","La Balena rende bene a ingrandimento medio-basso: segui il profilo arcuato dal ventre più luminoso alla coda sottile. Alternando visione diretta e distolta, cerca chiazze e bande scure sul disco invece di un nucleo puntiforme; il campo trasparente conta più dell'alta potenza.",Primavera boreale (autunno australe),Non realistico,Difficile,Media,Media,Facile
caldwell-C33,"C33 comprende NGC 6992 e NGC 6995, la parte orientale della Nebulosa Velo nel Cigno. È un nastro di gas lasciato da una supernova: i filamenti più netti sono fronti d'urto visti di taglio, mentre quelli osservati frontalmente appaiono più diffusi.","Usa un filtro OIII, basso ingrandimento e un campo ampio; segui lentamente i filamenti lungo tutta la loro estensione.",Estate e autunno boreali (inverno e primavera australi),Non realistico,Non realistico,Difficile,Difficile,Media
caldwell-C34,"C34 (NGC 6960) è il ramo occidentale della Nebulosa Velo, nel Cigno, proiettato vicino alla brillante 52 Cygni. I lunghi filamenti curvi appartengono a un resto di supernova: brillano dove l'onda d'urto incontra il gas interstellare circostante.","Centra 52 Cygni, inserisci un filtro OIII e usa il minimo ingrandimento per seguire i filamenti su entrambi i lati della stella.",Estate e autunno boreali (inverno e primavera australi),Non realistico,Non realistico,Difficile,Difficile,Media
caldwell-C35,"C35 (NGC 4889) è una gigantesca galassia ellittica nell'ammasso della Chioma di Berenice, a circa 300 milioni di anni luce. Il suo alone regolare è immerso in un campo di altre galassie dell'ammasso.","Servono un cielo scuro e, preferibilmente, grande apertura: C35 è una piccola luce ellittica nel cuore del ricco ammasso della Chioma. A potenza media identifica prima il nucleo più concentrato; poi abbassa l'ingrandimento per riconoscere le galassie più deboli nello stesso campo.",Primavera boreale (autunno australe),Non realistico,Non realistico,Difficile,Difficile,Media
caldwell-C36,"C36 (NGC 4559) è una galassia spirale nella Chioma di Berenice, con un disco esteso e regioni che ospitano stelle massicce. La vicinanza apparente all'ammasso stellare Melotte 111 aiuta a localizzarla, ma la galassia si trova molto oltre le stelle della nostra Via Lattea.","C36 non ha un nucleo dominante: cerca a basso-medio ingrandimento una lama tenue e disomogenea, punteggiata da stelle di campo. Sposta leggermente il tubo e alterna visione diretta e distolta per confermare le chiazze del disco invece di scambiarle per irregolarità del fondo cielo.",Primavera boreale (autunno australe),Non realistico,Difficile,Difficile,Media,Facile
caldwell-C37,"C37 (NGC 6885) è un ammasso aperto della Volpetta proiettato attorno alla stella 20 Vulpeculae. Quest'ultima domina il campo a occhio nudo, mentre il gruppo di stelle più deboli che la circonda diventa riconoscibile con uno strumento.","Usa 20 Vulpeculae come riferimento luminoso e osserva a potenza medio-bassa il gruppo sparso che la circonda. Le designazioni NGC 6882 e NGC 6885 sono state applicate in modo non uniforme: confronta posizione e campo, non soltanto l'etichetta della mappa.",Estate e autunno boreali (inverno e primavera australi),Non realistico,Facile,Facile,Facile,Facile
caldwell-C38,"C38 (NGC 4565), la Galassia Ago, è una spirale vista quasi perfettamente di taglio nella Chioma di Berenice. Il disco sottilissimo attraversa un evidente rigonfiamento centrale, tagliato da polvere scura: questa combinazione la distingue dall'altrettanto sottile C26, che ha un centro molto meno pronunciato.","C38 mostra già a ingrandimento medio una lunga lama con rigonfiamento centrale. Porta poi la potenza fin dove il fondo resta scuro: la sottile corsia di polvere può tagliare il rigonfiamento e proseguire lungo il disco, mentre la visione distolta allunga le estremità oltre la zona brillante.",Primavera boreale (autunno australe),Non realistico,Difficile,Difficile,Media,Facile
caldwell-C39,"C39 (NGC 2392) è una nebulosa planetaria dei Gemelli con una bolla interna brillante e un involucro esterno più ampio. Le immagini di Hubble mostrano nodi a forma di cometa lungo la periferia, con le code rivolte verso l'esterno rispetto alla stella centrale.","C39 è minuscola e ad alta luminosità superficiale: identificala facendo scorrere un filtro OIII davanti all'oculare, perché la nebulosa resta brillante mentre le stelle si attenuano. Tolto il filtro, ingrandimenti alti possono separare il nucleo luminoso dall'involucro esterno.",Inverno boreale (estate australe),Non realistico,Non realistico,Difficile,Media,Facile
